Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,14,10,14,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,11,8,11,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,110,83,110,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,87,67.5,87,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,629,580.3333333,629,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,605,559.8333333,605,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,45,31,45,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,137,126,137,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,490,379.6666667,490,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,207,165.3333333,207,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,350,249,350,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,18,16,18,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,249,219.5,249,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,937,790,937,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,110,90.5,110,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,50,39.83333333,50,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,93,80.33333333,93,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,288,251.8333333,288,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,736,666.5,736,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,116,92,116,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,853,771.1666667,853,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,642,553.5,642,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,428,392,428,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9817,9817,9817,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,692,625.3333333,692,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,186,163.8333333,186,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",877,828,877,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,318,313,318,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,212,212,212,2013-14
2013 Fall,2013 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,157,150.5,157,2013-14
2013 Fall,2013 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,700,627,700,2013-14
2013 Fall,2013 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,3,3,3,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,434,429.5,434,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,407,401.3333333,407,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,345,332.5,345,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,254,251.5,254,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1199,1170.166667,1199,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,75,75,75,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,225,219,225,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,134,128.5,134,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,93,92,93,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,587,578.5,587,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,55,54.5,55,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,382,378,382,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,87,81.5,87,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,46,45.5,46,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,2,2,2,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,17,16,17,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,662,573.6666667,662,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,24,21.5,24,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,210,171.8333333,210,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,19,15.5,19,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,342,296.3333333,342,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,306,268.5,306,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,115,101.3333333,115,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,39,31.16666667,39,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,40,32.83333333,40,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,47,33.66666667,47,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,558,517.8333333,558,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,86,76.33333333,86,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,67,45.83333333,67,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,37,25.33333333,37,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,94,83.33333333,94,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,10,7,10,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,119,103.8333333,119,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,18,14,18,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,193,171.8333333,193,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,151,128.3333333,151,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,7,5,7,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,10,8,10,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,12,9,12,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,110,85.5,110,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,99,79,99,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,743,685.1666667,743,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,714,656,714,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,46,35.16666667,46,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,140,127.5,140,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,534,415.6666667,534,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,210,174.1666667,210,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,402,293.5,402,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,16,14.5,16,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,263,231.3333333,263,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,1121,947.5,1121,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,121,97.5,121,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,50,39.33333333,50,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,102,89.16666667,102,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,327,284.1666667,327,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,867,780.5,867,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,122,99.5,122,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,909,817.6666667,909,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,694,597.8333333,694,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,469,430.5,469,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8609,8609,8609,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,801,728.8333333,801,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,197,173.3333333,197,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",828,783,828,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,308,300.3333333,308,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,168,168,168,2013-14
2014 Spring,2014 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,153,147.8333333,153,2013-14
2014 Spring,2014 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,656,582,656,2013-14
2014 Spring,2014 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,2,2,2,2013-14
2014 Fall,2014 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,461,457,461,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,461,454,461,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,327,319.5,327,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,314,311.5,314,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1228,1201.5,1228,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,65,65,65,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,250,243,250,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,132,127.5,132,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,104,103.5,104,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,648,638.5,648,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,61,60,61,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,378,376,378,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,99,93.5,99,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,75,74.5,75,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,3,2.5,3,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,16,16,16,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,761,664,761,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,23,20.5,23,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,186,155.8333333,186,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,12,10,12,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,401,357.8333333,401,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,282,249.6666667,282,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,80,70.5,80,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,33,26.66666667,33,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,32,26.83333333,32,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,31,20.66666667,31,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,443,395,443,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,91,78.83333333,91,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,59,43.66666667,59,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,29,21.5,29,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,65,58.5,65,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,10,7.833333333,10,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,110,94.5,110,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,17,12.5,17,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,176,158.5,176,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,110,90.33333333,110,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,6,4,6,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,9,8,9,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,16,13.5,16,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,92,74.33333333,92,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,79,65,79,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,574,535.1666667,574,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,614,555.8333333,614,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,50,37.33333333,50,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,121,110.5,121,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,512,394,512,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,233,192.8333333,233,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,361,255.6666667,361,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,12,11.5,12,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,178,155.1666667,178,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,1008,859.1666667,1008,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,99,81.5,99,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,37,28.33333333,37,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,104,86.16666667,104,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,272,240.8333333,272,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,832,754.6666667,832,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,100,82.66666667,100,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,785,720.8333333,785,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,654,578,654,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,478,442.5,478,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,10103,10103,10103,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,682,614.3333333,682,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,211,188.5,211,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",847,806.3333333,847,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,298,287,298,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,192,192,192,2014-15
2014 Fall,2014 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,177,173.5,177,2014-15
2014 Fall,2014 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,704,633.6666667,704,2014-15
2014 Fall,2014 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,3,3,3,2014-15
2014 Fall,2014 D,Fall,U,All,UCB Extension,FPF-Undergraduate Div,FPF-General,730,730,730,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,417,416,417,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,428,422,428,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,308,298,308,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,287,284.5,287,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,1182,1156,1182,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,59,59,59,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,201,195.5,201,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,123,121,123,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,104,103,104,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,589,579.5,589,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,53,52,53,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,348,345,348,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,104,99,104,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,82,81.5,82,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,2,1.5,2,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,20,19,20,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,904,793.1666667,904,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,18,16.5,18,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,226,189.1666667,226,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,20,15.5,20,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,434,383.3333333,434,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,285,252.6666667,285,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,82,68,82,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,39,31.83333333,39,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,31,26.83333333,31,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,40,29,40,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,536,484.6666667,536,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,95,83.33333333,95,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,52,36.5,52,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,28,20,28,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,72,65.5,72,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,10,8.833333333,10,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,105,93,105,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,21,17,21,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,190,173.5,190,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,124,102.8333333,124,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,4,3.5,4,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,8,6,8,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,19,14.33333333,19,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,95,71.83333333,95,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,97,82,97,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,626,583,626,2014-15
2015 Spring,2015 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,739,671.1666667,739,2014-15
