Semester Year Name,Semester Year Letter Cd Concat,Semester Nm,Ungrad Grad Cd,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum,Student Headcount-DEC,Academic Yr
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,130,106,130,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,71,63,71,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,428,393.1666667,428,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,994,917.5,994,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,40,26.83333333,40,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,68,61.5,68,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,310,265.6666667,310,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,6,6,6,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,144,117.3333333,144,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,71,51.5,71,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,23,19,23,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,276,248.8333333,276,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,841,711,841,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,159,142.5,159,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,39,32.5,39,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,52,49.5,52,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,439,397.3333333,439,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,695,622.8333333,695,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,99,83.5,99,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Other Social Sciences Programs,1,1,1,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,950,823.8333333,950,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,709,614.8333333,709,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,512,458.3333333,512,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8648,8648,8648,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,879,791.3333333,879,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,107,99,107,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",607,578.8333333,607,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,272,263.3333333,272,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,262,262,262,2007-08
2008 Spring,2008 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,206,197,206,2007-08
2008 Spring,2008 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,604,523.5,604,2007-08
2008 Spring,2008 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,6,6,6,2007-08
2008 Fall,2008 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,361,348.5,361,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,425,419.5,425,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,432,427.5,432,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,398,395,398,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,954,935.5,954,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,290,287.5,290,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,131,128,131,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,124,92,124,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,570,544.5,570,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,56,47.5,56,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,559,553,559,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,59,55.5,59,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,42,41.5,42,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,11,8.5,11,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,126,112,126,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,100,95,100,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,220,186.5,220,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,15,10.33333333,15,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,229,211,229,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,236,208.3333333,236,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,161,144.8333333,161,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,57,47.5,57,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,54,49,54,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,123,94,123,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,577,525.3333333,577,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,113,98.33333333,113,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,40,27.66666667,40,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,42,29.33333333,42,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,105,93.83333333,105,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,23,16.16666667,23,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,121,105.8333333,121,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,29,22,29,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,245,224.3333333,245,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,170,141.8333333,170,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,18,16,18,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,18,14.5,18,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,33,25,33,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,104,82.5,104,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,67,58,67,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,414,377.6666667,414,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,853,787.1666667,853,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Other Bio Sciences Pgms,1,1,1,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,41,26.5,41,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,78,73,78,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,313,270.1666667,313,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,2,2,2,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,149,119.5,149,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,69,49.83333333,69,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,21,18.5,21,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,251,234.5,251,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,797,675,797,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,153,128,153,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,31,26.5,31,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,48,44.5,48,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,432,393.5,432,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,675,615.5,675,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,74,59.5,74,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Other Social Sciences Programs,1,1,1,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,869,762.3333333,869,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,670,587.8333333,670,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,471,423.3333333,471,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,9651,9651,9651,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,774,695,774,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,133,123,133,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",663,630.6666667,663,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,296,287.3333333,296,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,366,366,366,2008-09
2008 Fall,2008 D,Fall,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,218,208.5,218,2008-09
2008 Fall,2008 D,Fall,U,All,Haas School of Business,Haas School of Business,Business,649,582.5,649,2008-09
2008 Fall,2008 D,Fall,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,6,6,6,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,339,329,339,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,403,397.5,403,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,417,411.5,417,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,387,384.3333333,387,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,912,893,912,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,255,253,255,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,123,118.5,123,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,119,89,119,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,562,538,562,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,50,42.5,50,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,529,524,529,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,57,53,57,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,41,40.5,41,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Environmental Design,Clg of Environmental Design,Other Env Design Programs,1,1,1,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,14,11,14,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,138,119.8333333,138,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,153,145,153,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,242,204.3333333,242,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,18,13.83333333,18,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,274,251,274,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,275,241.5,275,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,173,151,173,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,65,55,65,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,54,49.83333333,54,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,132,101.6666667,132,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,627,572,627,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,122,107.5,122,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,55,36.5,55,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,44,31.83333333,44,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,125,113.3333333,125,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,29,21.33333333,29,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,131,112.8333333,131,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,33,25.5,33,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,245,222.8333333,245,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,190,156.6666667,190,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,18,15.5,18,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,18,14.5,18,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,30,22.33333333,30,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,107,83,107,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,82,72.5,82,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,495,455.3333333,495,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Molecular & Cell Biology,963,887.1666667,963,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Limited,L&S Limited,1,1,1,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Astronomy,46,28.33333333,46,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Earth & Planetary Science,86,83.5,86,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Mathematics,384,321.6666667,384,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Other Physical Sciences Pgms,5,5,5,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Physics,170,135.1666667,170,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Math & Phys Sciences Div,Statistics,83,57.83333333,83,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,African American Studies,28,23.5,28,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Anthropology,264,245,264,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Economics,900,769.3333333,900,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Ethnic Studies,174,142.5,174,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Gender & Womens Studies,32,28,32,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Geography,55,52,55,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,History,441,398.3333333,441,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Interdisc Social Science Pgms,776,709,776,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Linguistics,105,84.83333333,105,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Political Science,923,810.6666667,923,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Psychology,686,594.6666667,686,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Social Sciences Division,Sociology,521,468.5,521,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Undeclared,L&S Undeclared,8299,8299,8299,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Letters & Science,L&S Undergrad Studies Division,UG Interdisciplinary Studies,886,798.1666667,886,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,137,124.8333333,137,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",646,612.8333333,646,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Sciences & Tox,280,271.3333333,280,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Other Clg of Natural Res Pgms,297,297,297,2008-09
2009 Spring,2009 B,Spring,U,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,207,199.5,207,2008-09
2009 Spring,2009 B,Spring,U,All,Haas School of Business,Haas School of Business,Business,585,513,585,2008-09
2009 Spring,2009 B,Spring,U,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,4,4,4,2008-09
2009 Fall,2009 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,366,364,366,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Chemistry,Clg of Chemistry,Chemistry,446,441.5,446,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Bioengineering,439,435,439,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,413,409.8333333,413,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Computer Sci,974,957.8333333,974,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Joint Programs,56,56,56,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Engineering Science,291,288,291,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Research,116,113,116,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,68,68,68,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,569,563,569,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,36,36,36,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Architecture,534,526,534,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,City & Regional Planning,49,45,49,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Environmental Design,Clg of Environmental Design,Landscape Arch & Env Plan,39,38,39,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Chemistry,12,10.5,12,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,142,122.5,142,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Envir Econ & Policy,179,164.5,179,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Legal Studies,210,172.8333333,210,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Ops Rsch & Mgmt Sci,16,13.33333333,16,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Public Health,321,293.5,321,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Administered Programs,L&S Social Welfare,271,241,271,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Art Practice,166,142.5,166,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Classics,54,44,54,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Comparative Literature,57,51.33333333,57,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,East Asian Lang & Culture,105,80.5,105,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,English,535,482,535,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Film and Media,116,98,116,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,French,65,42.66666667,65,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,German,39,29,39,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,History of Art,113,99,113,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Italian Studies,22,14.33333333,22,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Music,124,108,124,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Near Eastern Studies,32,26,32,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Philosophy,203,189.8333333,203,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Rhetoric,204,170.1666667,204,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Scandinavian,16,13,16,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Slavic Languages & Literatures,18,14.83333333,18,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,South & SE Asian Studies,23,17.5,23,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Spanish & Portuguese,104,79,104,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Arts & Humanities Division,Theater Dance & Perf Stds,83,73.16666667,83,2009-10
2009 Fall,2009 D,Fall,U,All,Clg of Letters & Science,L&S Biological Sciences Div,Integrative Biology,472,431,472,2009-10
