Academic Yr,DegLvl,DegLvlDesc,All Major Acad Hier Level Nm,Reporting Clg School Short Nm,Academic Division Short Nm,Academic Department Short Nm,Student Headcount,Prorated Student Major Cnt Sum
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,91,84
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,236,210
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,30,28.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,7,5.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,44,41.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,224,205.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,27,23.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,291,287
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,281,258.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,245,230.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,96,89.5
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,252,242
1986-87,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,124,115
1986-87,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,38,37.5
1986-87,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",59,58.5
1986-87,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,55,55
1986-87,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,36,36
1986-87,1,Bachelor,All,Grad School of Journalism,Grad School of Journalism,Journalism,1,1
1986-87,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,308,308
1986-87,1,Bachelor,All,Other EVCP Programs,Other EVCP Programs,Other EVCP Programs,1,1
1986-87,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,51,51
1987-88,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,72,68.5
1987-88,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,60,58
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,15,15
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,67,67
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,216,212.5
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,31,31
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,59,56
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,61,48.5
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,147,137
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,24,19.5
1987-88,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,5,5
1987-88,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,168,168
1987-88,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,14,14
1987-88,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,3,3
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,11,10.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,106,101
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,76,73
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,60,53
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,52,47.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,7,6
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,33,31.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,24,19
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,427,400.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,13,12
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,55,47
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,25,20.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,59,55.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,10,7.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,26,24
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,7,6
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,87,84
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,63,60
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,80,74.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,6,5.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,18,17
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,2,2
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,23,20.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,28,26.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,23,22
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,408,391
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Other Bio Sciences Pgms,112,103
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,43,42
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,11,7
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,16,15.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,172,154.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,9,9
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,78,65.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,26,21.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,2,1
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,94,88.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,303,275
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,37,36.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,9,8.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,42,40
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,299,277
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,34,30.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,388,378.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,284,262
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,294,275.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,93,89.5
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,265,255
1987-88,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,129,117
1987-88,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,40,40
1987-88,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",62,62
1987-88,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,76,76
1987-88,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,38,38
1987-88,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,1,1
1987-88,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,289,289
1987-88,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,58,58
1988-89,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,57,52
1988-89,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,52,52
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,14,14
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,77,77
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,165,162
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,25,25
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,55,51.5
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,38,27.5
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,147,140.5
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,15,12.5
1988-89,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,4,4
1988-89,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,196,196
1988-89,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,9,9
1988-89,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,2,2
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,11,10
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,100,90.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,76,72.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,56,53.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,67,59
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,7,6.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,35,33
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,19,18
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,434,405.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,18,16.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,61,49.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,26,20
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,60,58
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,8,7
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,22,21.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,13,12.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,74,70.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,61,58.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,111,100
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,3,2
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,11,10
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,5,3.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,41,34
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,29,27
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,30,28
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,359,345.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Other Bio Sciences Pgms,106,102
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,46,44.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,10,7.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,16,15.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,137,119.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,10,10
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,82,73
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,17,12.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,7,6.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,119,110
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,334,298
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,40,39
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,10,7
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,52,49
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,371,346
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Linguistics,22,19.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Other Social Sciences,383,373
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Political Science,317,296.5
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Psychology,308,288
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Sociology,116,112
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,IAS Teaching Program,282,266
1988-89,1,Bachelor,All,Clg of Letters & Science,L&S-Undergraduate Div,UGIS-UG Interdisc Studies,134,118.5
1988-89,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Ag & Resource Econ & Pol,31,31
1988-89,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,"Env Sci, Policy, & Mgmt",57,57
1988-89,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Nutritional Science & Tox,54,54
1988-89,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Other CNR Programs,36,36
1988-89,1,Bachelor,All,Clg of Natural Resources,Clg of Natural Resources,Plant & Microbial Biology,4,4
1988-89,1,Bachelor,All,Haas School of Business,Haas School of Business,Business,263,263
1988-89,1,Bachelor,All,School of Optometry,School of Optometry,Optometry,58,58
1989-90,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chem & Biomolecular Eng,71,67.5
1989-90,1,Bachelor,All,Clg of Chemistry,Clg of Chemistry,Chemistry,41,41
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Bioengineering,20,20
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Civil & Environmental Eng,81,81
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Electrical Eng & Comp Sci,231,222
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Engineering Science,18,18
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Industrial Eng & Ops Rsch,49,47
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Materials Science & Eng,51,36
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Mechanical Engineering,158,149.5
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Nuclear Engineering,12,8
1989-90,1,Bachelor,All,Clg of Engineering,Clg of Engineering,Ocean Eng Grad Grp,4,4
1989-90,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Architecture,194,194
1989-90,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Landscape Arch & Env Plan,15,15
1989-90,1,Bachelor,All,Clg of Env Design,Clg of Env Design,Other Env Design Programs,1,1
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Chemistry,17,14.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Computer Science,90,85
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Legal Studies,82,77.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Administered Programs,L&S Social Welfare,87,77.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Art Practice,56,51
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Classics,8,7.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Comparative Literature,31,28.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,East Asian Lang & Culture,30,24.83333333
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,English,467,442.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Film and Media,17,15.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,French,61,44.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,German,26,20.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,History of Art,45,40
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Italian Studies,15,12.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Music,18,16.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Near Eastern Studies,13,10
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Other Arts & Humanities,64,61.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Philosophy,68,63.83333333
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Rhetoric,101,94
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Scandinavian,5,2.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Slavic Languages & Lit,16,13.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,South & SE Asian Studies,8,8
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Spanish & Portuguese,39,33
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Arts & Humanities Div,Theater Dance & Perf Stds,21,18
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Integrative Biology,42,38.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Molecular & Cell Biology,358,341.3333333
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Other Bio Sciences Pgms,108,103
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Bio Sciences Div,Physical Education,24,22.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Astronomy,9,5.333333333
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Earth & Planetary Science,11,11
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Mathematics,122,102.1666667
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Other Phys Sci Programs,12,12
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Physics,93,79.16666667
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Math & Phys Sci Div,Statistics,28,22
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,African American Studies,7,7
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Anthropology,130,122
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Economics,367,327.8333333
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Ethnic Studies,48,46
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Gender & Womens Studies,6,4.5
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,Geography,44,43
1989-90,1,Bachelor,All,Clg of Letters & Science,L&S-Social Sciences Div,History,399,366.5
